Wed Apr 17 15:43:54 2024    profile_stats.prof

         387255327 function calls (336738144 primitive calls) in 106.682 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/cycler.py:364(by_key)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:499(_get_text1_transform)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:205(_get_draw_artists)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/jupyter_client/session.py:92(json_packer)
      898    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:884(<listcomp>)
       57    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/lines.py:1220(set_markerfacecolor)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:667(get_bbox)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:1458(_get_font)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:1699(get_default_bbox_extra_artists)
     1408    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       22    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2333(any)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1268(__new__)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:2152(_signature_from_function)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:1025(get_yaxis_text1_transform)
      105    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/getlimits.py:476(__new__)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:945(get_xaxis_text1_transform)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:1522(_set_title_offset_trans)
       30    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/markers.py:378(get_transform)
      157    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:190(__init__)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/json/__init__.py:183(dumps)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/formatters.py:62(_default_mime_formatter)
     1732    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:648(get_family)
      164    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:1061(get_default_size)
      507    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/config/loader.py:297(__contains__)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:660(intersection)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/_api/__init__.py:222(__getattr__)
       14    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(diff)
       18    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1675(_safe_first_finite)
        8    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:2594(_update_offset_text_position)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:4271(get_children)
       55    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:217(__init__)
       47    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:416(_broadcast_shape)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/__init__.py:205(<lambda>)
      178    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:781(set_stretch)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
     1661    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:685(get_stretch)
       39    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:2673(__init__)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/json/encoder.py:182(encode)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/__init__.py:183(_get_version)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/_tight_bbox.py:36(restore_bbox)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
       50    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
      265    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/text.py:315(get_rotation)
      181    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:343(intervalx)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/json/encoder.py:204(iterencode)
     1829    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:693(get_size)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1311(setup_instance)
       71    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:43(get_hinting_flag)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:502(_get_text2_transform)
      178    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:865(set_math_fontfamily)
      597    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/enum.py:670(__new__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(inv)
       68    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      196    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:361(width)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:441(_get_text2_transform)
      644    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:385(cached)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/linalg/linalg.py:469(inv)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/formatters.py:695(__call__)
     1661    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:664(get_style)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:1051(get_yaxis_text2_transform)
       28    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:338(max)
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/ipykernel/iostream.py:202(schedule)
       16    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:250(__array__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:3796(__init__)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/lib/function_base.py:1320(diff)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:971(get_xaxis_text2_transform)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:3502(set_xbound)
       84    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:2222(transform_non_affine)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1057(set)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/contextlib.py:489(__exit__)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:596(count_overlaps)
      133    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/lines.py:63(_scale_dashes)
       76    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/text.py:329(set_rotation_mode)
     1661    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:670(get_variant)
      192    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/_methods.py:103(_clip_dep_is_byte_swapped)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/gridspec.py:145(get_grid_positions)
       25    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:734(_convert_units)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/contextlib.py:438(enter_context)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(intersect1d)
      352    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1834(_str_equal)
     1661    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:676(get_weight)
       57    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/lines.py:1122(set_linewidth)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:1792(set_major_formatter)
      900    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:834(<listcomp>)
       95    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
       96    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:1949(ge)
       53    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:2307(get_matrix)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:156(__enter__)
     1545    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:857(get_math_fontfamily)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/lib/arraysetops.py:373(intersect1d)
      132    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:963(set_foreground)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:434(set_fill)
       57    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/lines.py:1406(set_dash_capstyle)
      176    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:367(height)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:1858(set_major_locator)
     1062    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     1006    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:847(get_visible)
      116    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:1074(_expand_aliases)
      252    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
       64    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/lines.py:959(_get_markerfacecolor)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:379(FigureCanvasAgg)
     1547    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:699(get_file)
      683    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      122    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/logging/__init__.py:1424(debug)
       51    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/_methods.py:55(_any)
      192    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:1932(closeto)
       21    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1087(__init__)
      930    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:2733(_get_dpi)
       71    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
       15    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:221(connect)
       22    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:317(_set_edgecolor)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1283(setup_instance)
       96    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:452(_no_nep50_warning)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:2025(_staircase)
       12    0.000    0.000    0.000    0.000 {built-in method io.open_code}
       69    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/text.py:1321(set_usetex)
